pair_idx,of_time_ms,tm_time_ms,of_mean_intensity,tm_mean_intensity,mse,mae,correlation,of_motion_coverage,tm_motion_coverage
162,21.945699998468626,3.330100000312086,0.07339607924222946,0.07005303353071213,0.0368749275803566,0.09242916852235794,0.4728259513154506,0.1798611111111111,0.10694444444444444
163,22.463200002675876,3.463400003965944,0.06917838752269745,0.053249869495630264,0.02494237944483757,0.06988998502492905,0.5429128067473161,0.1348611111111111,0.09166666666666666
164,26.05040000344161,3.040700001292862,0.005475709680467844,0.07473944127559662,0.05301789566874504,0.07394968718290329,0.2564675282443368,0.005069444444444444,0.09166666666666666
165,22.799000005761627,3.473400000075344,0.004359386395663023,0.05262541025876999,0.02539830096065998,0.05170559883117676,0.301116902196223,0.0049479166666666664,0.1375
166,24.54310000030091,3.049999999348074,0.012675734236836433,0.06694678962230682,0.03835451602935791,0.06881429255008698,0.2976401358598522,0.017725694444444443,0.1375
167,21.033000004536007,2.9991999981575646,0.012513327412307262,0.07126136124134064,0.043532274663448334,0.07243639975786209,0.25717466241232384,0.02079861111111111,0.1375
168,20.36439999938011,3.0220000044209883,0.06278690695762634,0.05254099890589714,0.04229510575532913,0.08323703706264496,0.24349180699583003,0.11397569444444444,0.09166666666666666
169,22.239599995373283,3.175600002577994,0.10142549127340317,0.03652893379330635,0.04898887500166893,0.11541024595499039,0.09045425130760236,0.22375,0.09166666666666666
170,20.856100003584288,3.005999999004416,0.157608762383461,0.6575578451156616,0.3150031268596649,0.5083649754524231,0.14491438019987465,0.6025520833333333,0.9777777777777777
171,22.454599995398894,3.093399995123036,0.0726606696844101,0.06111111119389534,0.02241790108382702,0.07037322223186493,0.8164922127857188,0.1328298611111111,0.06111111111111111
172,23.243499999807682,3.021100004843902,0.06627993285655975,0.06111111119389534,0.02449149824678898,0.06932201981544495,0.7986426980756531,0.11414930555555555,0.06111111111111111
173,22.02430000033928,4.802199997357093,0.12481357157230377,0.058489855378866196,0.029602322727441788,0.1161533072590828,0.64748777356224,0.3734548611111111,0.0763888888888889
174,23.681200000282843,3.3665000009932555,0.08067987114191055,0.056636352092027664,0.019903860986232758,0.0708470270037651,0.7917963533203133,0.14880208333333333,0.06111111111111111
175,21.686599997337908,3.0112999957054853,0.10266591608524323,0.05266576632857323,0.02219553291797638,0.08760371804237366,0.7569061724805846,0.2407638888888889,0.06111111111111111
176,21.67389999522129,3.625699995609466,0.2030269354581833,0.06111111119389534,0.06993448734283447,0.20160137116909027,0.4535531617078249,0.6649652777777778,0.06111111111111111
177,20.673999999416992,3.029600004083477,0.08753418177366257,0.022091306746006012,0.04140043631196022,0.09406019747257233,0.15938971291908033,0.1531076388888889,0.0763888888888889
178,21.640899998601526,3.730399999767542,0.09965141862630844,0.06111111119389534,0.020970923826098442,0.07753343135118484,0.8144534143904573,0.17859375,0.06111111111111111
179,20.557199997710995,3.0020000049262308,0.08628366142511368,0.05089239776134491,0.01292494498193264,0.06003071367740631,0.8431664501408058,0.12963541666666667,0.06111111111111111
180,20.65220000076806,3.7242000034893863,0.0842205286026001,0.043649524450302124,0.01208732184022665,0.061784371733665466,0.8212815087184521,0.14871527777777777,0.06111111111111111
